name,mainLink,categories,tags,location_address,contact_phone,description,demoLink,logo,pricingModel,lowestPrice,images,coupon_code,coupon_offer,contact_name,contact_email,video,location_latitude,location_longitude,socialMedia_x,socialMedia_facebook,socialMedia_instagram,socialMedia_linkedin,socialMedia_youtube,socialMedia_github
NANA Piercing,https://nana-max.tistory.com/m/1,Piercing Shops,N/A,"661-18 Sinsa-dong, Gangnam, Seoul, South Korea",Visit Website,"Cost of Corage Lifting in Korea: Price Guide & Best Clinics in Seoul How Much Does Corage Lifting Cost in Korea? Corage lifting, an innovative non-surgical facial rejuvenation procedure utilizing advanced collagen-stimulating technology, is increasingly popular in Korea. Renowned for achieving noticeable ski...",https://koreahealthpages.com/korea/nana-piercing.html,,,,,,,,,,,,,,,,,
Be & Me Clinic,https://new.benme.co.kr/en/,"Eyebrow Microblading, Lip Blush Tattoo, Scalp Micropigmentation, Semi Permanent Makeup",N/A,"Rodeostar B-dong, 660-16, Sinsa-dong, Gangnam-gu, 2F, Sinsa, Gangnam, Seoul",02 3445 1966,N/A,https://expathealthseoul.com/listing/be-me-clinic.html,,,,,,,,,,,,,,,,,
New Turn Ink (Tattoo),https://newturnink.com/,"Iisan tattoo shop, Korea tattoo shop, Korean tattoo artists, Permanent Lip Liner & Lip Tattoo, Seoul tattoo shop, Tattoo Parlors in Hongdae, Tattoo Shops","Badge, ENGLISH SPEAKING, KAKAO BOOKING, U.S TRAINED, WHATS APP","B-1. 7-5, Yulcheon-ro 7beon-gil, Ilsandong-gu, Goyang-si, Gyeonggi-do, Republic of Korea, Goyang, Gyeonggi-do 10406, South Korea",-4962,"New Turn Ink opened in 2013. The studio consists of specialized artists in various genres who have experience working as guest artists at major tattoo shops overseas and have participated in conventions, won awards domestically and internationally. The studio promises to provide high-quality tattoo work.\nWebsite : newturnink.com | Whatsapp : click here ! (100% Booking System) | Tel : +82-10-4169-0865 (Free consultation)",https://koreahealthpages.com/korea/new-turn-ink.html,,,,,,,,,,,,,,,,,
Welcome to The Comfortable Hang Surgery and Family Medicine Clinic,https://nhfmsurgery.imweb.me/,"Colon & Rectal Specialists, Family Medicine, Full Body Health Screening Clinics, Gastroenterologists, General Practitioners, General Surgeons",N/A,"인천 남동구 논고개로 93, 더편항외과가정의학과의원 301호, Nonhyundong, Incheon 21679, South Korea",324240959,"Welcome to The Comfortable Hang Surgery and Family Medicine Clinic in Incheon, S. Korea!\nAt our clinic, a specialist in family medicine takes care of the overall health of the local residents.\nOur highly trained colorectal surgeon meticulously treats anal diseases. We are always committed to providing care as your true 'home doctor.'\nServices:\nPrimary care (Acute and chronic disease management)\nHealth Check-ups\nObesity Management\nGeneral surgery Anal Diseases (Hemorrhoids, Anal Fistulas, Anal Disorders)\nLocation 3rd Floor, Units 301-305, 93 Nongogae-ro, Namdong-gu, Incheon\nOperating Hours\nSunday/ holidays: 08:00 - 13:00\nMonday: 08:00 - 22:00\nTuesday - Thursday: 08:00 - 19:00\nFriday: 08:00 - 22:00\nSaturday: 08:00 - 14:00\nCredentials\nDr. Kwangmi Youn - Family Medicine Specialist\nMaster in Family Medicine, Chungnam National University Hospital\nAmerican Registered Diagnostic Medical Sonographer for Breast Ultrasound\nDr. Yongwoo Yune - General Surgery Specialist\nSpecialist in Colorectal Surgery and Anal Diseases\nCertified by the Korean Surgical Society in Endoscopy\nCertified by the Korean Society of Gastrointestinal Endoscopy in Advanced Colorectal Endoscopy\nVisit us for dedicated, expert care. For more information or to schedule an appointment,\nplease visit our website https://nhfmsurgery.imweb.me/ or call us at 032) 424-0959\nWe're open on Sundays and holidays. Feel free to reach out whenever you need assistance.",https://koreahealthpages.com/korea/welcome-to-the-comfortable-hang-surgery-and-family-medicine-clinic.html,,,,,,,,,,,,,,,,,
Oaks Dental Clinic,https://oaksdentalkorea.com/,Dentists,N/A,"105, Teheran-ro, Gangnam-gu, Seoul, Yeoksam, Gangnam, Seoul",-18055,N/A,https://expathealthseoul.com/listing/oaks-dental-clinic.html,,,,,,,,,,,,,,,,,
HillTop Dental Clinic,https://pf.kakao.com/_XxdAgT,Dentists,"ENGLISH SPEAKING, U.S TRAINED","3 Usadan-ro, Bogwang-dong, Yongsan-gu, Seoul, South Korea",02 790 8353,HillTop Dental Clinic provides high-quality services that focus on general dentistry.,https://koreahealthpages.com/korea/hilltop-dental-clinic.html,,,,,,,,,,,,,,,,,
Pilates The A,https://pilatesthea.com/,Pilates Studios,ENGLISH SPEAKING,"165-1 Sinchonro, Seodaemun-gu, Seodaemun-gu, Seoul, South Korea",02 335 4787 / 010 7296 4787,Pilates class in English and Chinese available.,https://koreahealthpages.com/korea/pilates-the-a.html,,,,,,,,,,,,,,,,,
Pitangui Plastic Surgery,https://pitanguiplasticsurgery.com/,"Genioplasty, Plastic Surgery",ENGLISH SPEAKING,"114 Dosandaero, Gangnam-gu, Nonhyeon, Gangnam, Seoul",010 9181 2915,N/A,https://expathealthseoul.com/listing/pitangui-plastic-surgery.html,,,,,,,,,,,,,,,,,
POP Plastic Surgery,https://pop-plasticsurgery.com/,"Facial Contouring, Plastic Surgery Clinics Korea",N/A,"837 Nonhyeon-ro, Gangnam-gu, Seoul, Gangnam, Seoul, South Korea",02 545 0025,"8 board-certified plastic surgeons. Using a combination of cosmetic surgery, lasers, injectable dermal fillers, and skin care, we can help you achieve the look you want.",https://koreahealthpages.com/korea/pop-plastic-surgery-5ec33d7b05b6e.html,,,,,,,,,,,,,,,,,
Profile Plastic Surgery,https://profileps.co.kr/ENG,"Plastic Surgery, Upper Blepharoplasty",ENGLISH SPEAKING,"21, Apgujeong-ro 20-gil, Gangnam-gu, 4th floor, Sinsa, Gangnam, Seoul",02 542 2500,Profile is specializing in cosmetic and reconstructive surgery of the face and ear.,https://expathealthseoul.com/listing/profile-plastic-surgery.html,,,,,,,,,,,,,,,,,
Pureen Dermatology Clinic,https://pureen.modoo.at/,"Dissolving Filler, Keloid Removal Treatment, Laser Tattoo Removal, Medical Spa & Skin Clinics, Microneedling",N/A,"20-45 Banpo-dong, Seocho-gu, Seoul, South Korea",02 347 7070,"Dr. Kim, holds degrees from Ewha Women's University .School of Medicine. She specializes in non-surgical cosmetic procedures to enhance the patient's appearance.",https://koreahealthpages.com/korea/pureen-dermatology-clinic-5ec33d7bbbab9.html,,,,,,,,,,,,,,,,,
Raum Plastic Surgery,https://raumps.com/,"Ear Surgery Otoplasty, Plastic Surgery",N/A,"848 Nonhyeongro, Gangnam-gu, Seoul, 12F, Sinsa, Gangnam, Seoul",02 549 7788,"Seoul otoplasty specialists, Dr. Choi offers ear reshaping for patients from all over the world. He is also known as the best doctor for Nevus of Ota treatment.",https://expathealthseoul.com/listing/raum-plastic-surgery.html,,,,,,,,,,,,,,,,,
The Women Care Medical Group,https://sc.intouclinic.co.kr/new2017/main/index.html?,"IUD Insertion Clinics Specialists, Pap Smear Test",N/A,"29-92 Changcheon-dong, Seodaemun-gu, 5F, Seoul",02 363 2400,N/A,https://expathealthseoul.com/listing/the-women-care-medical-group.html,,,,,,,,,,,,,,,,,
Sebarun,https://sebarun.com/en/,"Back Pain, Herniated Disc, Joint Specialists, Pain Management Specialists, Spine Specialists",ENGLISH SPEAKING,"1600-10 Seocho-dong, Seocho-gu, Seoul, South Korea",Visit Website,Dr. Kim and his team provide expert care for their spine patients. Our goal is to be your first choice in spinal care in the metropolitan Seoul area.,https://koreahealthpages.com/korea/sebarun.html,,,,,,,,,,,,,,,,,
Seorae Family Medicine,https://seoraeclinic.modoo.at/,General Practitioners & Family Doctors,N/A,"38, Sapyeongdaero 26-gil, Seocho-gu, #202, Banpo, Seocho, Seoul",02 535 0288,N/A,https://expathealthseoul.com/listing/seorae-family-medicine.html,,,,,,,,,,,,,,,,,
Seoul Michigan Dental Clinic in Songdo - US Board Certified,https://seoul-michigan-dental-clinic-songdo-incheon.multiscreensite.com/,Dentists,"Badge, ENGLISH SPEAKING, KAKAO BOOKING, U.S TRAINED, WALK-IN CLINIC","4F Marantz BD, 153 Sinsong-ro, Yeonsu-gu, Incheon, South Korea",010-4658-2280,"Top-notch Dentistry from English-speaking Dentists in Songdo\nGentle treatment from a family-based practice\nSeoul Michigan Dental Clinic\nWe are USA trained and licensed dentist & orthodontist, offering comprehensive dental care for patients of all ages. Seoul Michigan Dental Clinic provide general dentistry, orthodontics, cosmetic procedures, oral surgery, endodontics, and implant dentistry. We accept multiple foreign insurances for international patients. Providing Interdiscplinary treatment with onsite orthodontist with dual-board certification from the USA and Korea. We are a family of dentists welcoming patients from all nations!\nTo schedule a consultation, call our office at 032-858-2280",https://koreahealthpages.com/korea/elisha-dental-clinic-incheon.html,,,,,,,,,,,,,,,,,
Yeongdeungpo Seoul 365 Clinic,https://seoul365clinic.modoo.at/,"365 Day Open Clinics, Pediatricians",N/A,"119 Yeongjoongro, Yeongdeungpo-gu, 2F, #204-1, Yeongdeungpo, Seoul",02 2069 3650,Open 365 days till 23:00.,https://expathealthseoul.com/listing/yeongdeungpo-seoul-365-clinic.html,,,,,,,,,,,,,,,,,
Seoul Chan Pain Management Clinic,https://seoulchan.com/,"Back Pain Specialists, Pain Management Clinics, Physical Therapy",N/A,"189 Tom Cat Plaza, Dongho-ro, Jung-gu, Seoul, 2F, Junggu, Seoul",02 2236 7700,Offer manual therapy without drugs or surgery using safe and effective rehabilitative exercises and physical therapy modalities.,https://expathealthseoul.com/listing/seoul-chan-pain-management-clinic.html,,,,,,,,,,,,,,,,,
SeoulCosmeticSurgery,https://seoulcosmeticsurgery.com/,Health & Medical Tourism Services,N/A,"8, Gangnam-daero 69-gil, Seocho-gu, Seocho-gu, Seoul, South Korea",02 486 6841,"Cost of Kojic Acid Therapy in Korea: Price Guide & Best Clinics in Seoul How Much Does Kojic Acid Therapy Cost in Korea? Kojic acid therapy is a widely sought-after skin-brightening treatment that helps reduce hyperpigmentation, melasma, dark spots, and uneven skin tone. Derived from natural sources like fer...",https://koreahealthpages.com/korea/seoulcosmeticsurgery.html,,,,,,,,,,,,,,,,,
Seoul Counseling Center,https://seoulcounseling.com/,Counselors & Therapists,N/A,"35, Gangnam-daero 158-gil, Gangnam-gu, Seoul, Gangnam, Seoul, South Korea",02 542 5553,"US licensed therapists, counselors, and psychologists.",https://koreahealthpages.com/korea/seoul-counseling-center.html,,,,,,,,,,,,,,,,,
Seoul Guide Medical,https://seoulguidemedical.com/,Health & Medical Tourism Services,N/A,"151, Teheran-ro, Gangnam-gu, Seoul, Republic of Korea (Hight building), #1017, Gangnam, Seoul, South Korea",010-5920-5546,"Cost of Corage Lifting in Korea: Price Guide & Best Clinics in Seoul How Much Does Corage Lifting Cost in Korea? Corage lifting, an innovative non-surgical facial rejuvenation procedure utilizing advanced collagen-stimulating technology, is increasingly popular in Korea. Renowned for achieving noticeable ski...",https://koreahealthpages.com/korea/seoul-guide-medical.html,,,,,,,,,,,,,,,,,
Seoul Happy Internal Medicine,https://seoulhappy.modoo.at/,"Gastroenterologist, Internal Medicine",N/A,"88 Jeongjaro, Bundang-gu, Seongnam-si, Gyeonggido, 2F, Gyeonggido",031 726 9999,N/A,https://expathealthseoul.com/listing/seoul-happy-internal-medicine.html,,,,,,,,,,,,,,,,,
Yonsei Good Day Dental Clinic,https://seoulinvisaligndental.multiscreensite.com/,Invisalign Clear Braces Specialists,"BEST CLINIC, ENGLISH SPEAKING, KAKAO BOOKING, WALK-IN CLINIC, WHATS APP","Seocho-gu, Seoul, Korea, Ensville Building (5/6F), Yangjae-dong 14-1, Yangjae, Seocho 06736, Seoul",Visit Website,N/A,https://expathealthseoul.com/listing/yonsei-good-day-dental-clinic-66b8b4a3eac7d.html,,,,,,,,,,,,,,,,,
Yonsei Bombit Skin Clinic,https://seoullaserskinclinic.com/,"Anti Aging & Aesthetic Clinics, Botox, Cosmetic Dermatology & Skin Care Clinics, Dermal Fillers, Dermatologists",N/A,"6 Samseong-ro 145-gil, Cheongdam-dong, Gangnam-gu, Seoul, Korea, Cheongdam, Gangnam, Seoul",02 837 8275,N/A,https://expathealthseoul.com/listing/yonsei-bombit-skin-clinic.html,,,,,,,,,,,,,,,,,
SHU Eyelash Extensions,https://seoulsearching.net/2015/04/15/korean-eyelash-extensions-shu-eyelash/,Eyelash Extensions,N/A,211 Itaewonro,010 9188 0506,N/A,https://expathealthseoul.com/listing/shu-eyelash-extensions.html,,,,,,,,,,,,,,,,,
Seoul Smart Dentistry,https://seoulsmartdentistry.business.site/#details,Dentists,N/A,"R223 Raemian Yongsan, 95 Hangang-daero 95, Yongsan-gu, Seoul, Yongsan-gu, Seoul, South Korea",02 714 0328,"Cost of Corage Lifting in Korea: Price Guide & Best Clinics in Seoul How Much Does Corage Lifting Cost in Korea? Corage lifting, an innovative non-surgical facial rejuvenation procedure utilizing advanced collagen-stimulating technology, is increasingly popular in Korea. Renowned for achieving noticeable ski...",https://koreahealthpages.com/korea/seoul-smart-dentistry.html,,,,,,,,,,,,,,,,,
Silgil Yonsei 365 Clinic,https://sgys365.modoo.at/,"365 Day Open Clinics, Internal Medicine",N/A,"289-6 Singil-dong, Yeongdeungpo-gu, 2, 3F, Yeongdeungpo, Seoul",02 834 8275,N/A,https://expathealthseoul.com/listing/silgil-yonsei-365-clinic.html,,,,,,,,,,,,,,,,,
Shimmian Piericing,https://shimmian.modoo.at/,Piercing Shops,N/A,"188 sinbanporo, Seocho-gu, Seoul, KOREA (b-47 underground mall in Express Bus Terminal station), Seocho-gu, Seoul, South Korea",02 6959 2682,"Cost of Kojic Acid Therapy in Korea: Price Guide & Best Clinics in Seoul How Much Does Kojic Acid Therapy Cost in Korea? Kojic acid therapy is a widely sought-after skin-brightening treatment that helps reduce hyperpigmentation, melasma, dark spots, and uneven skin tone. Derived from natural sources like fer...",https://koreahealthpages.com/korea/shimmian-piericing.html,,,,,,,,,,,,,,,,,
Sinrim Clinic,https://sinrimos.modoo.at/,"Physical Therapy, Spine Surgeons & Spine Hospitals, Sports Medicine",ENGLISH SPEAKING,"1603 Nambusunhwanro, Gwanak-gu, 3~4th floor, Seoul",02-6278-0123,N/A,https://expathealthseoul.com/listing/sinrim-clinic.html,,,,,,,,,,,,,,,,,
Soo Pilates,https://soopilates.kr/,Pilates Studios,N/A,"211 Hangangdaero, Yongsan-gu, Yongsan-gu, Seoul, South Korea",02 797 2496,"Cost of Kojic Acid Therapy in Korea: Price Guide & Best Clinics in Seoul How Much Does Kojic Acid Therapy Cost in Korea? Kojic acid therapy is a widely sought-after skin-brightening treatment that helps reduce hyperpigmentation, melasma, dark spots, and uneven skin tone. Derived from natural sources like fer...",https://koreahealthpages.com/korea/soo-pilates.html,,,,,,,,,,,,,,,,,
Jung Dong Hospital,https://store.naver.com/hospitals/detail?id=11554750&query=%EC%A0%95%EB%8F%99%EB%B3%91%EC%9B%90,"Joint Specialists, Orthopedic Clinics & Hospitals, Spine Specialists",N/A,"283, Yangnyeong-ro, Dongjak-gu, Seoul, Dongjak-gu, Seoul, South Korea",02 810 7900,"365 days, 24 hours emergency care.",https://koreahealthpages.com/korea/jung-dong-hospital.html,,,,,,,,,,,,,,,,,
Seoul Dodam Dental Clinic,https://store.naver.com/hospitals/detail?id=12945328,Dentists,N/A,"Dongheung Building, 32 Jongno 14-gil, Jongno-gu, Seoul, 4F, Jongno-gu, Seoul, South Korea",02 725 9200,"Cost of Corage Lifting in Korea: Price Guide & Best Clinics in Seoul How Much Does Corage Lifting Cost in Korea? Corage lifting, an innovative non-surgical facial rejuvenation procedure utilizing advanced collagen-stimulating technology, is increasingly popular in Korea. Renowned for achieving noticeable ski...",https://koreahealthpages.com/korea/seoul-dodam-dental-clinic.html,,,,,,,,,,,,,,,,,
Boston King Dental Clinic,https://store.naver.com/hospitals/detail?id=31427822,Dentists,N/A,"71Sinnae-ro, Jungrang-gu, Seoul",02 434 2080,Washington state dental licensure. Dr. Kim graduated from Boston University School of Dentistry.,https://koreahealthpages.com/korea/boston-king-dental-clinic.html,,,,,,,,,,,,,,,,,
Stunning Beauty,https://stunningbeauty.modoo.at/,"Eyelash Extensions, Waxing",N/A,"722 Seollung-ro, Gangnam, Seoul, South Korea",010 6044 6011,"Cost of Kojic Acid Therapy in Korea: Price Guide & Best Clinics in Seoul How Much Does Kojic Acid Therapy Cost in Korea? Kojic acid therapy is a widely sought-after skin-brightening treatment that helps reduce hyperpigmentation, melasma, dark spots, and uneven skin tone. Derived from natural sources like fer...",https://koreahealthpages.com/korea/stunning-beauty.html,,,,,,,,,,,,,,,,,
TABARA Tanning,https://tabarabeautytanning.modoo.at/,Tanning,N/A,"11 Olympicro 8-gil, Songpa-gu, Songpa-gu, Seoul, South Korea",02 422 3837,"Cost of Kojic Acid Therapy in Korea: Price Guide & Best Clinics in Seoul How Much Does Kojic Acid Therapy Cost in Korea? Kojic acid therapy is a widely sought-after skin-brightening treatment that helps reduce hyperpigmentation, melasma, dark spots, and uneven skin tone. Derived from natural sources like fer...",https://koreahealthpages.com/korea/tabara-tanning.html,,,,,,,,,,,,,,,,,
Tan California,https://tancalifornia.com/,Tanning Salons,N/A,"37, Gangnamdaero 162-gil, 3F, Sinsa, Gangnam, Seoul",02 542 5405,N/A,https://expathealthseoul.com/listing/tan-california.html,,,,,,,,,,,,,,,,,
THE DAY.S HAIR,https://thedayshair.com/,Hair Stylists & Hair Salons,N/A,"355-34 Seogyo-dong, Mapo-gu, Seoul, South Korea",02 336 0209,"We specialize in all aspects of hair, braiding, extensions, perms, curls, sut and shampoo and style.",https://koreahealthpages.com/korea/the-days-hair.html,,,,,,,,,,,,,,,,,
Last Plastic Surgery,https://thelastps.com/,Plastic Surgery,N/A,"134 Dosandaero, Gangnam-gu, 14F, Nonhyeon, Gangnam, Seoul",02 549 5929,"At Last Plastic Surgery in Seoul, Dr. Choi provides cosmetic surgery, anti-aging, and medical spa treatments.",https://expathealthseoul.com/listing/last-plastic-surgery.html,,,,,,,,,,,,,,,,,
The New All Nail Bar,https://thenewall.modoo.at/,Nail Salons & Nail Bars,N/A,"186 Donggyoro, Mapo-gu, Seoul, South Korea",02 324 9993,"Cost of Kojic Acid Therapy in Korea: Price Guide & Best Clinics in Seoul How Much Does Kojic Acid Therapy Cost in Korea? Kojic acid therapy is a widely sought-after skin-brightening treatment that helps reduce hyperpigmentation, melasma, dark spots, and uneven skin tone. Derived from natural sources like fer...",https://koreahealthpages.com/korea/the-new-all-nail-bar.html,,,,,,,,,,,,,,,,,
Therapy in Korea,https://therapyinkorea.com/,"Counselors & Therapists, Psychologists",N/A,"560 Dohwa-dong, Mapo-gu, Seoul, Mapo-gu, Seoul, South Korea",010 8760 9582,English and Korean speaking therapist in Seoul. Dr. Chun is a clinical psychologist licensed in the United States (Virginia).,https://koreahealthpages.com/korea/therapy-in-korea-5e7113bdcbd2d.html,,,,,,,,,,,,,,,,,
The Tree Group,https://thetreeg.com/en/about/,"Psychologists, Counselors & Therapists",N/A,"90 Beobwonro, Songpa-gu, 12th floor, Songpa, Seoul",02 557 8823,The Tree Group is an organization of professionals in the areas of psychology and related applied sciences who dedicate themselves to the psychological welfare of individuals and the organizations that they belong to.,https://expathealthseoul.com/listing/the-tree-group.html,,,,,,,,,,,,,,,,,
